BlockID,BasinID,CentreX,CentreY,CoordX,CoordY,estgw0,gw0mSL,estgwm,gwmmSL
716,1,3700,6495.357977,2699424.148,1250915.156,521.9722469,56.19740024,529.2638561,50.39830604
717,1,4000,6668.563057,2699724.148,1251088.361,522.635839,85.52543703,529.0251169,80.7248831
718,1,4300,6495.357977,2700024.148,1250915.156,523.8183772,114.2232612,529.3628376,110.3601354
719,1,4600,6668.563057,2700324.148,1251088.361,524.2444034,152.1679608,529.0559649,149.0791702
720,1,4900,6495.357977,2700624.148,1250915.156,525.296829,151.41355,529.179591,149.4328121
742,1,400,7014.973217,2696124.148,1251434.771,518.1233443,17.43552136,523.3682469,11.83175314
743,1,700,6841.768137,2696424.148,1251261.566,517.671229,19.96358542,522.7831088,14.57063265
744,1,1000,7014.973217,2696724.148,1251434.771,517.6037589,8.875957078,522.7879693,3.365364018
745,1,1300,6841.768137,2697024.148,1251261.566,517.108311,1.259,522.0582425,-14.09157586
746,1,1600,7014.973217,2697324.148,1251434.771,517.3332688,13.21223097,522.5729371,7.780396189
747,1,1900,6841.768137,2697624.148,1251261.566,517.0466515,20.70065563,522.1862818,17.10038489
748,1,2200,7014.973217,2697924.148,1251434.771,517.8204616,20.79858053,523.6105455,16.94278787
749,1,2500,6841.768137,2698224.148,1251261.566,518.2025692,21.95107855,524.3285455,17.79145452
750,1,2800,7014.973217,2698524.148,1251434.771,519.1787179,39.37966059,525.7504229,34.50291048
751,1,3100,6841.768137,2698824.148,1251261.566,519.9711987,52.92739425,526.9205115,48.80615517
752,1,3400,7014.973217,2699124.148,1251434.771,520.7311934,1.164809792,527.545555,58.96111166
753,1,3700,6841.768137,2699424.148,1251261.566,521.6099273,1.164916835,528.3947073,56.19862602
754,1,4000,7014.973217,2699724.148,1251434.771,522.2491679,83.21755998,528.4048548,80.49514523
755,1,4300,6841.768137,2700024.148,1251261.566,523.2038888,128.4706151,528.8141906,125.2924761
756,1,4600,7014.973217,2700324.148,1251434.771,523.6422514,149.5035534,528.6542398,146.5724269
757,1,4900,6841.768137,2700624.148,1251261.566,524.5277126,183.7820442,528.8469948,181.4785866
780,2,700,7188.178297,2696424.148,1251607.976,518.0412366,21.9227375,523.3472745,18.16623898
781,2,1000,7361.383377,2696724.148,1251781.181,518.072846,5.158866248,523.484288,-10.90428802
782,1,1300,7188.178297,2697024.148,1251607.976,517.7017052,2.409519896,523.0478979,-4.500600639
783,1,1600,7361.383377,2697324.148,1251781.181,517.9803013,38.22526894,523.5612284,34.3296807
784,1,1900,7188.178297,2697624.148,1251607.976,517.8044775,23.36370954,523.4391382,19.2905915
785,1,2200,7361.383377,2697924.148,1251781.181,518.4234304,30.63446188,524.4070853,26.2729147
786,1,2500,7188.178297,2698224.148,1251607.976,518.6564347,30.60012197,524.8900362,25.98834218
787,1,2800,7361.383377,2698524.148,1251781.181,519.4370336,51.88692461,525.8544779,47.08552212
788,1,3100,7188.178297,2698824.148,1251607.976,519.9952562,1.164809792,526.64473,66.94310787
789,1,3400,7361.383377,2699124.148,1251781.181,520.7063724,1.164809792,527.1721541,66.36784592
790,1,3700,7188.178297,2699424.148,1251607.976,521.4134418,71.63874869,527.8339531,68.53091174
791,1,4000,7361.383377,2699724.148,1251781.181,522.0107047,99.71938803,527.9582794,95.9550539
792,1,4300,7188.178297,2700024.148,1251607.976,522.7885459,127.6930149,528.3607075,124.5514547
793,1,4600,7361.383377,2700324.148,1251781.181,523.2178337,172.9974338,528.3066878,170.1013122
794,1,4900,7188.178297,2700624.148,1251607.976,523.9620271,177.263457,528.5326815,174.6857093
817,2,700,7534.588457,2696424.148,1251954.387,518.4217586,18.93588624,523.8580468,15.1530643
818,2,1000,7707.793537,2696724.148,1252127.592,518.513001,1.259,524.0499689,-15.57938069
819,2,1300,7534.588457,2697024.148,1251954.387,518.2351775,19.12484775,523.7940109,13.63718175
821,1,1900,7534.588457,2697624.148,1251954.387,518.4076254,42.56971802,524.2310207,38.31799888
822,1,2200,7707.793537,2697924.148,1252127.592,518.9227659,38.70912604,524.926092,34.25909317
823,1,2500,7534.588457,2698224.148,1251954.387,519.0847365,43.58490718,525.2752594,38.9708944
824,1,2800,7707.793537,2698524.148,1252127.592,519.7269569,62.31661729,525.9635092,57.66884376
825,1,3100,7534.588457,2698824.148,1251954.387,520.1395382,73.61861438,526.5197052,68.86696143
826,1,3400,7707.793537,2699124.148,1252127.592,520.7681267,88.29329859,526.9572249,85.91610839
827,1,3700,7534.588457,2699424.148,1251954.387,521.3328441,77.40481815,527.4726793,74.77398733
828,1,4000,7707.793537,2699724.148,1252127.592,521.8757639,92.25549443,527.6425449,88.62412175
829,1,4300,7534.588457,2700024.148,1251954.387,522.5126969,132.4404463,528.0071968,128.9455591
831,1,4900,7534.588457,2700624.148,1251954.387,523.547259,193.6330516,528.2545941,190.9761751
862,1,3100,7880.998617,2698824.148,1252300.797,520.3255025,92.25715886,526.472205,87.75167559
863,1,3400,8054.203697,2699124.148,1252474.002,520.871391,115.2510866,526.8341588,111.6152794
864,1,3700,7880.998617,2699424.148,1252300.797,521.3251605,101.1142865,527.2391365,97.40951214
865,1,4000,8054.203697,2699724.148,1252474.002,521.8105402,117.2024059,527.4204249,113.5195751
866,1,4300,7880.998617,2700024.148,1252300.797,522.334952,101.2804761,527.7389827,97.72768395
900,1,3400,8400.613857,2699124.148,1252820.412,520.991552,152.1151505,526.7649921,148.4350079
901,1,3700,8227.408777,2699424.148,1252647.207,521.3604176,138.6918352,527.087392,134.9942406
902,1,4000,8400.613857,2699724.148,1252820.412,521.7909088,148.3179506,527.2639796,144.7360204
